OBJECTID,PUIC,NAAM,DIENSTREGELPUNT_TYPE,LANDCODE,STATIONSGROOTTE,HEEFT_TANKPLAATS,HEEFT_WERKPLAATS,BLOKPUNT_INDICATIE,BEDIEND,AFKORTING,DOORKOMST_VERPLICHT,BEDIENINGSCODE,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,GELDIG_VANAF,PUBLICATIEDATUM,PPLG_PUIC,PPLG_NAAM,VLPOST_PUIC,VLPOST_NAAM,PPLG_OMSCHRIJVING,VLPOST_OMSCHRIJVING,LATITUDE,LONGITUDE,KM_GEOCODE
604,ff9520fc-1955-4a80-b8f8-eab50614547f,"Greuns, brug o/d - bij Leeuwarden",Brug,Nederland,Onbekend,Nee,Nee,Nee,Nee,Grs,Ja,BR Beweegbare brug,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"28,803607",-0.106776,"-0,106776",002,,2,002__,Leeuwarden - Groningen,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,184594,579424,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,,Groningen,53.20064379,5.83006748,28.803607
605,3a3419db-226c-4daa-ac63-be870776617e,Hoogezand-Sappemeer,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Hgz,Ja,Stop-station,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"95,700364",0.2062,"0,206200",004,,4,004__,Waterhuizen Aansl. - Zuidbroek,ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,247596,575668,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,,Groningen,53.15971776,6.77160444,95.700364
606,372b3ca1-87b2-4373-9930-05166449b398,"Harinxmakanaal, brug o/h van - tussen Leeuwarden en Dronrijp/Mantgum",Brug,Nederland,Onbekend,Nee,Nee,Nee,Ja,Hrm,Ja,BR Beweegbare brug,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"24,017157",0.539091,"0,539091",001,a,1,001_a,Harlingen Haven - Leeuwarden,ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,179918,578404,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,69b5d592-68ea-4f55-a4f7-e04991f23559,LW,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Leeuwarden,Groningen,53.19171667,5.76001587,24.017157
607,d8e10c64-f78a-4028-beee-a3121516387d,Feanwalden,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Fwd,Ja,Stop-station,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"40,202995",0.005444,"0,005444",002,,2,002__,Leeuwarden - Groningen,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,195222,583325,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,41bac2ae-dc21-4038-a6be-90e324167aa2,FWD,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Feanwalden,Groningen,53.23500185,5.98959046,40.202995
608,bb185616-3d38-4b09-8bba-4fb9ebc8c589,Winschoten,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Ws,Ja,Stop-station,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"114,641263",0.137074,"0,137074",005,,5,005__,Zuidbroek - Nieuweschans Grens,ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,265318,573747,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,0c3b64df-8cf5-469d-89c2-343e189d9791,WS,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Winschoten,Groningen,53.13911078,7.03581015,114.641263
609,b40e647f-e7ad-4126-a55a-74903f9fa2bf,Harlingen Haven,Eindstation,Nederland,Klein,Nee,Nee,Ja,Ja,Hlgh,Ja,Stop-station,Hlg-Hlgh,Harlingen - Harlingen Haven ,"100,516013",-0.467667,"-0,467667",001,b,1,001_b,Harlingen Haven - Leeuwarden,ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,156618,576446,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,20abb3f3-d087-43ae-b821-34a571917aa1,HLGH,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Harlingen Haven,Groningen,53.17470003,5.4114046,100.516013
610,1bb0cc93-02eb-4273-966c-f4093caa991a,Uithuizen,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Uhz,Ja,Stop-station,Swd-Rd,Sauwerd - Roodeschool ,"20,698547",-0.303811,"-0,303811",200,,200,200__,Winsum - Roodeschool,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,240636,603360,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,,Groningen,53.4096436,6.67497795,20.698547
611,88b8c4f2-a6fb-488f-b8ee-e8d657b44dde,Haren,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Hrn,Ja,Stop-station,Mp-Gn,Meppel - Groningen ,"71,275044",0.288148,"0,288148",549,b,549,549_b,Haren,ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,237256,577321,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,,Groningen,53.17625366,6.61747066,71.275044
612,68817f56-8126-4432-9ee5-cba03efdc1f6,Bedum,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Bdm,Ja,Stop-station,Gn-Dz,Groningen - Delfzijl ,"15,040242",0.20645,"0,206450",201,,201,201__,Sauwerd - Delfzijl,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,235302,591814,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,dd0ceb8c-c51b-4e74-aaf3-44a5b6e82866,BDM,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Bedum,Groningen,53.30675207,6.59187879,15.040242
613,b3bf11ad-a9c2-4893-a24d-c43b3a5be160,Workum,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Wk,Ja,Stop-station,Lw-Stv,Leeuwarden - Stavoren ,"37,368184",0.100662,"0,100662",008,,8,008__,Leeuwarden - Stavoren,ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,159660,553901,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,4d93d6b4-c8c6-42f4-b4e1-3eabda68cb7a,WK,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Workum,Groningen,52.97209372,5.45657543,37.368184
614,3dce8d24-26db-470d-bd66-3c47eb8a8d93,Groningen Vork opstelterrein Zuid,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Gnvoz,Nee,Goederen emplacement,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"84,650954",136.309039,"136,309039",003,,3,003__,Groningen Losplaats - Waterhuizen Aansl.,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,237223,579030,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,da0ace23-ce45-4c12-8182-20e593cf38fe,GNL,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Groningen Losplaats,Groningen,53.19161229,6.61741373,84.650954
615,d1b4d48d-6256-4874-9b67-895ae0fd8098,Dronryp,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Drp,Ja,Stop-station,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"15,525491",-0.3251,"-0,325100",001,a,1,001_a,Harlingen Haven - Leeuwarden,ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,171558,576812,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,48e547cf-9b15-4f60-8538-f7c8094c74eb,DRP,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Dronryp,Groningen,53.17773528,5.63485753,15.525491
616,a0acd083-5504-4518-b838-5b99bca21aff,Sauwerd,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Swd,Ja,Stop-station,Gn-Dz,Groningen - Delfzijl ,"10,923271",0.370254,"0,370254",600,b,600,600_b,Sauwerd,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,231897,589979,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,b5595d36-c95a-4072-9a3e-4bc1600fcac5,SWD,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Sauwerd,Groningen,53.29076779,6.5403671,10.923271
617,a1e209bf-fb0e-4eb4-a2f7-6b9bc034df38,Eemshaven,Eindstation,Nederland,Middel,Nee,Nee,Ja,Ja,Eem,Ja,Stop-station,Eem-Bkkd,Eemshaven - Borkumkade ,"202,930243",-0.393729,"-0,393729",815,c,815,815_c,Roodeschool Eemshaven,ProRail,Noord-Oost,NO,Baan,Wadden,420,Groningen,37,Strukton Rail,250837,609023,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,d1c22905-3e72-4f94-8d58-b741c24dd17d,EEM,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,Eemshaven,Groningen,53.45877311,6.83003991,202.930243
618,2209e46a-036f-4bd0-91a6-0fa8b8b7fc4b,"Klifrak, brug o/h - bij Workum",Brug,Nederland,Onbekend,Nee,Nee,Nee,Nee,Kr,Ja,BR Beweegbare brug,Lw-Stv,Leeuwarden - Stavoren ,"36,419723",-0.006987,"-0,006987",008,,8,008__,Leeuwarden - Stavoren,ProRail,Noord-Oost,NO,Baan,Wadden,420,Friesland,36,Strukton Rail,160248,554646,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2e2942cd-6bec-4762-99ca-f8daaf348fba,GN,,Groningen,52.97878306,5.46534032,36.419723
619,71b8a8c6-a0d9-482b-8434-fa8a05f31bcb,'s-Hertogenbosch,Station,Nederland,Groot,Ja,Nee,Ja,Ja,Ht,Ja,IC Intercity-station,Ut-Btl,Utrecht Centraal - Boxtel ,"47,899881",0.340363,"0,340363",614,c,614,614_c,s Hertogenbosch,ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,148539,411325,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a505cd4d-1f73-48f5-97d0-6f244b1baff1,HT,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,'s-Hertogenbosch,Eindhoven,51.69066793,5.29376036,47.899881
620,ad96dd47-b52b-4562-a9d3-0b69aa1edfff,'s-Hertogenbosch Oost,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Hto,Ja,Stop-station,Ht-Nm,s-Hertogenbosch - Nijmegen ,"24,799809",-0.063205,"-0,063205",047,,47,047__,s Hertogenbosch - Nijmegen,ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,150181,412417,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,,Eindhoven,51.70049986,5.31749226,24.799809
621,1d57ae98-976c-4300-a2d0-d258761948b5,Eindhoven werkplaats,Goederen Emplacement,Nederland,Onbekend,Ja,Ja,Nee,Ja,Ehvwpl,Nee,Goederen emplacement,Vl-Ehv,Venlo - Eindhoven ,"50,400349",-0.350874,"-0,350874",618,b,618,618_b,Eindhoven,ProRail,Zuid,Z,Baan,De Peel,300,Eindhoven,24,ASSET Rail,162584,384009,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a221b8fc-37b8-4f98-91c7-77d86f5f02b2,EHV,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Eindhoven,Eindhoven,51.44512148,5.49629018,50.400349
622,8fd90e39-b2b0-46fc-908b-c0ea5fd91b39,Best overloopwissels,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Beto,Ja,OA Overloop-aansluiting,Bd-Ehv,Breda - Eindhoven ,"47,050192",0.260912,"0,260912",054,a,54,054_a,Boxtel - Eindhoven,ProRail,Zuid,Z,Baan,Brabant,330,Boxtel,23,ASSET Rail,154265,392718,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,d8b3543a-f2f4-4e9c-b1a9-2417b1f7dd4a,BET,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Best overloopw.,Eindhoven,51.5234544,5.37660922,47.050192
623,0852e2be-8629-4955-8f08-b76d9ede2022,Best,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Bet,Ja,Stop-station,Bd-Ehv,Breda - Eindhoven ,"48,825284",0.469502,"0,469502",054,a,54,054_a,Boxtel - Eindhoven,ProRail,Zuid,Z,Baan,Brabant,330,Boxtel,23,ASSET Rail,155142,391173,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,,Eindhoven,51.50956739,5.38924519,48.825284
624,44fe15db-e439-49ed-b459-661cd07c77ef,Gekkengraaf West aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Gkgwa,Nee,AS Aansluiting/splitsing,Vl-Ehv,Venlo - Eindhoven ,"9,685907",-0.084234,"-0,084234",055,,55,055__,Blerick - Eindhoven,ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,201809,381182,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a2ad7c21-9898-43b9-a51b-7f05208ee9f5,GKGF,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Gekkengraaf,Eindhoven,51.41781896,6.06011589,9.685907
625,587af71f-9402-4f8b-8cfa-d6b6930f7f49,Venray,Station,Nederland,Klein,Nee,Nee,Ja,Ja,Vry,Ja,Stop-station,Ah-Vl,Arnhem - Venlo ,"55,925614",-0.209497,"-0,209497",052,,52,052__,Beugen - Blerick,ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,198536,393243,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,121c63b0-0388-485e-815b-f9c5e6dc99da,VRY,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Venraij,Eindhoven,51.52648791,6.01455962,55.925614
626,701c6cf3-3bd6-4282-b4f4-81ea1ca856c7,Meerlo-Tienray,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Mlo,Ja,OV Overige,Ah-Vl,Arnhem - Venlo ,"62,530077",-0.506645,"-0,506645",052,,52,052__,Beugen - Blerick,ProRail,Zuid,Z,Baan,De Peel,300,Venlo,27,ASSET Rail,203700,389138,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,61a9c834-19a1-4492-a1b1-09dac20c1a47,MLO,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Meerlo-Tienraij,Eindhoven,51.48916825,6.08839905,62.530077
627,513c1e1b-576c-4aa6-974e-7f41a89a39c8,Deurne,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Dn,Ja,Stop-station,Vl-Ehv,Venlo - Eindhoven ,"29,294256",0.403104,"0,403104",055,,55,055__,Blerick - Eindhoven,ProRail,Zuid,Z,Baan,De Peel,300,Eindhoven,24,ASSET Rail,182850,385304,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8fe7a4fc-12f5-4c05-b7e7-14e52722edf2,DN,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Deurne,Eindhoven,51.45612435,5.78790032,29.294256
628,b54c15a4-2629-44c6-8e48-2fad66564bee,Tilburg aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Tba,Ja,OA Overloop-aansluiting,Bd-Ehv,Breda - Eindhoven ,"23,952549",0.277854,"0,277854",551,b,551,551_b,Tilburg,ProRail,Zuid,Z,Baan,Brabant,330,Breda,20,ASSET Rail,135709,397070,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,cfc30233-466f-44ec-820e-e97caedf87ae,TB,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Tilburg,Eindhoven,51.56224269,5.10899762,23.952549
629,c92d8730-3709-4db4-b05e-edb6e275ad6d,Gilze-Rijen,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Gz,Ja,Stop-station,Bd-Ehv,Breda - Eindhoven ,"10,969668",-0.123481,"-0,123481",123,,123,123__,Breda - Tilburg,ProRail,Zuid,Z,Baan,Brabant,330,Breda,20,ASSET Rail,123057,399520,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,4acb1184-40c8-443a-a94b-9590b2181fee,GZ,5b69dddf-800e-4c3f-9ed6-03156b9a4d33,EHV,Gilze-Rijen,Eindhoven,51.58368783,4.92631926,10.969668
630,312967d7-9f53-491b-ab3e-69e29012074b,Amsterdam Lijnwerkplaats Midden,Goederen Emplacement,Nederland,Onbekend,Nee,Ja,Nee,Ja,Aswplm,Nee,Goederen emplacement,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"78,369924",0.535577,"0,535577",525,b,525,525_b,Amsterdam Singelgracht Aansl.,ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,119790,489282,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f5cb0b4b-fc48-4ce6-bddb-3e5f7860059d,SGRA,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Singelgracht aansl.,Amsterdam Centraal,52.39025901,4.86996474,78.369924
631,383abda7-77b3-41f8-83b7-049ac057648f,Amsterdam Holendrecht,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Ashd,Ja,Stop-station,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"7,999848",-0.333066,"-0,333066",080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,126060,478628,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,076ff4b8-0550-4df1-839a-9b90c95058f6,AC,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Abcoude,Amsterdam Centraal,52.29487365,4.96298477,7.999848
632,ac11edb8-1368-4471-81a0-0fe893a444df,Schiphol Airport,Station,Nederland,Groot,Nee,Nee,Ja,Ja,Shl,Ja,EC -Eurocity-station,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,"14,250321",0.32995,"0,329950",133,a,133,133_a,Amsterdam Riekerpolder - Warmond,ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,112329,480299,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,b1d0c5dd-0b31-4a3c-a400-c17cf5c9828b,SHL,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Schiphol Airport,Amsterdam Centraal,52.30899813,4.76150704,14.250321
633,4a80f0dc-c605-414a-88b2-a67ff964b47b,Venserpolder aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Vspa,Ja,OA Overloop-aansluiting,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,"149,462007",0.320501,"0,320501",027,,27,027__,Diemen - Duivendrecht,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,125005,482256,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8eb7a180-060e-4a84-8c6e-b5d84c1fb338,DMNZ,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Diemen Zuid,Amsterdam Centraal,52.32742351,4.94719776,149.462007
634,57163748-2981-4517-b1d9-06e7d2b7c4ef,Dijksgracht Kattenburg overloopw. (Amsterdam),Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Dgok,Ja,OA Overloop-aansluiting,Asd-Zp,Amsterdam Centraal - Zutphen ,"1,775145",-0.385447,"-0,385447",588,,588,588__,Amsterdam Dijksgracht,ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,123569,487574,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,e9605c34-0baa-4b00-a9e1-7b6fdcdb3f7e,DGOK,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Dijksgracht Kattenburg overloopw. (Amsterdam),Amsterdam Centraal,52.37513805,4.9256365,1.775145
635,abe89aca-4db3-42a1-be99-786c7ff924d5,Singelgrachtbrug,Brug,Nederland,Onbekend,Nee,Nee,Nee,Ja,Sgbr,Ja,BR Beweegbare brug,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"79,374760",0.233814,"0,233814",525,b,525,525_b,Amsterdam Singelgracht Aansl.,ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,120682,488796,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,f5cb0b4b-fc48-4ce6-bddb-3e5f7860059d,SGRA,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Singelgracht aansl.,Amsterdam Centraal,52.38594769,4.88311746,79.37476
636,ddeca1c2-4958-4ca7-9540-718ee5ce19b9,Almere Centrum,Station,Nederland,Groot,Nee,Nee,Ja,Ja,Alm,Ja,IC Intercity-station,Wp-Llso,Weesp - Lelystad Opstel. ,"15,138810",-0.12494,"-0,124940",135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,143487,487482,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,a19230bb-3af1-4bb6-9455-7f1f7b0532b7,ALM,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Almere Centrum,Amsterdam Centraal,52.37508995,5.21813483,15.13881
637,560ac26e-0de7-4147-bc31-60b3b19f9aa8,De Diem overloopw.,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Ddm,Ja,OA Overloop-aansluiting,Asd-Zp,Amsterdam Centraal - Zutphen ,"8,368075",-0.322812,"-0,322812",585,,585,585__,Diemen Aansl.,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,127757,483290,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,1c12eec9-65e8-44ef-a17b-4a93fa37bfde,DDM,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,De Diem overloopw.,Amsterdam Centraal,52.33685977,4.98748287,8.368075
638,197bf2e4-13ba-4205-8563-a2821dbcc663,Diemen,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Dmn,Ja,Stop-station,Asd-Zp,Amsterdam Centraal - Zutphen ,"6,714948",-0.014218,"-0,014218",587,a,587,587_a,Diemen,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,126408,484224,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,ac677dac-428f-406e-aeb3-25f8d5383127,DMN,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Diemen,Amsterdam Centraal,52.34518548,4.96761101,6.714948
639,cbf53a3e-cba6-4d1e-9b44-af2d30a623ae,Utrecht Zuilen,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Utzl,Ja,Stop-station,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"32,980232",-0.383952,"-0,383952",531,c,531,531_c,Utrecht Centraal,ProRail,Randstad Noord,RN,Baan,Neerlands Midden,250,Woerden,14,ASSET Rail,134591,457266,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2071643a-14cf-45a6-98a7-9a84fd987e9d,MAS,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Maarssen,Amsterdam Centraal,52.1032593,5.0893208,32.980232
640,3f1d2065-6dea-4462-8850-ed1b180b3188,Weesp,Knooppunt,Nederland,Klein,Nee,Nee,Ja,Ja,Wp,Ja,Stop-station,Asd-Zp,Amsterdam Centraal - Zutphen ,"13,190966",-0.218038,"-0,218038",128,,128,128__,Diemen Aansl. - Weesp Aansl.,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,131672,480458,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,19cf9db2-a3d3-41f3-8351-6ce5453897b0,WP,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Weesp,Amsterdam Centraal,52.31158728,5.04512038,13.190966
641,9cac7516-76ee-4c75-b78b-49b2a2b4deed,Hoofddorp,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Hfd,Ja,Stop-station,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,"18,945359",0.296776,"0,296776",133,a,133,133_a,Amsterdam Riekerpolder - Warmond,ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,108096,478570,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,595151cf-77b2-4670-8243-1d2ee1b7be27,HFD,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Hoofddorp,Amsterdam Centraal,52.29311471,4.6996818,18.945359
642,f5bb67b0-3cff-42a6-8753-7e21165cc167,Ringvaartbrug - bij Sassenheim,Brug,Nederland,Onbekend,Nee,Nee,Nee,Nee,Rvbr,Ja,BR Beweegbare brug,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,"32,173525",0.037999,"0,037999",133,a,133,133_a,Amsterdam Riekerpolder - Warmond,ProRail,Randstad Noord,RN,Baan,Kennemerland,240,Haarlem,8,Strukton Rail,97948,470892,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,,Amsterdam Centraal,52.22315432,4.55224116,32.173525
643,ff7a778d-dcbc-4a94-aef4-47414e094675,Amsterdam Muiderpoort West,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Asdmw,Ja,OA Overloop-aansluiting,Asd-Zp,Amsterdam Centraal - Zutphen ,"3,409484",0.06545,"0,065450",526,a,526,526_a,Amsterdam Muiderpoort,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,123925,486262,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,16c48c65-978f-4f30-bd62-2499665dad57,ASDM,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Muiderpoort,Amsterdam Centraal,52.36336692,4.93098551,3.409484
644,9a48938b-b250-4848-9e22-e6aa3af00127,Breukelen aansluiting,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Bkla,Ja,OA Overloop-aansluiting,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"22,996505",-0.095787,"-0,095787",529,,529,529__,Breukelen,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,127883,464462,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,26fcbc32-9325-4ccc-9680-551f386974b8,BKLA,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Breukelen aansl.,Amsterdam Centraal,52.16764786,4.99084206,22.996505
